"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,        1792,       -2.75173467,     -0.1800668716,     -0.3482108207,       2.603597651
          0,           0,        1793,      -2.635792837,     -0.1160428779,     -0.3202909269,       2.768582312
          0,           0,        1794,      -2.491882727,     -0.0132226619,     -0.2103636586,       2.977632112
          0,           0,        1795,      -2.478403274,    -0.01758238836,     -0.2302056796,       3.057829807
          0,           0,        1796,      -2.451734042,     0.07886945516,    -0.04585072582,        3.03591484
          0,           0,        1797,      -2.433570771,     0.07007084873,    -0.02339048205,       2.935688402
          0,           0,        1798,      -2.323019871,      0.0857859368,      0.1010526138,       3.001529707
          0,           0,        1799,      -2.296485378,      0.0684900784,     0.09741582257,       3.036959824
          0,           0,        1800,      -2.155800847,      0.1396668367,      0.1885193104,       3.112543136
          0,           0,        1801,      -2.146023777,      0.2007166852,     0.06255070135,       3.124524488
          0,           0,        1802,      -2.065934929,      0.2874950701,      0.2362707328,       3.232970753
          0,           0,        1803,       -2.03673487,      0.3644696024,      0.3126869014,       3.295502258
          0,           0,        1804,      -2.061247443,       0.374369312,      0.3074902428,       3.350161335
          0,           0,        1805,       -2.01396117,      0.4052594869,       0.338724358,       3.407204532
          0,           0,        1806,      -2.092293546,      0.3228813158,      0.3165333805,       3.302601402
          0,           0,        1807,      -2.078864967,      0.3693100433,       0.343416138,       3.245981423
          0,           0,        1808,       -2.15348247,      0.3401610325,      0.3314584891,        3.20064863
          0,           0,        1809,      -2.112152573,      0.3542572516,      0.3264024768,       3.289189134
          0,           0,        1810,      -2.038223032,      0.3492239343,      0.3672050771,       3.334514777
          0,           0,        1811,      -1.961318643,      0.3975356092,      0.4170149993,       3.348082223
          0,           0,        1812,      -1.869140467,      0.4062291625,      0.4478946933,       3.403894017
          0,           0,        1813,      -1.803938931,      0.4285234988,      0.4969006616,       3.465252821
          0,           0,        1814,      -1.757274157,      0.5037887507,      0.5212948853,       3.594576253
          0,           0,        1815,      -1.751517543,      0.5018111711,      0.5222574347,       3.656435963
          0,           0,        1816,       -1.83544626,      0.4795518863,      0.5990971364,       3.764783608
          0,           0,        1817,      -1.627621564,      0.6470001056,      0.9963362765,       4.374258436
          0,           0,        1818,       -1.55461283,      0.7786844971,      0.9294497154,       4.337382077
          0,           0,        1819,      -1.509548818,      0.8344738015,      0.8862424216,       4.162837858
          0,           0,        1820,      -1.467201751,       1.020696829,      0.9362326666,       4.458466275
          0,           0,        1821,      -1.446722551,      0.8769846617,        1.00565969,        4.23294145
          0,           0,        1822,      -1.380730774,      0.9384706317,      0.9903679952,       4.274406338
          0,           0,        1823,      -1.381939675,      0.9391287566,       1.012228879,       4.080249247
          0,           0,        1824,      -1.367228128,        1.00330374,       1.015932063,        4.76630067
          0,           0,        1825,      -1.303115097,        1.11792235,       1.158638004,       4.735403962
          0,           0,        1826,       -1.22289991,       1.384671771,       1.500123374,       5.273832993
          0,           0,        1827,      -1.187678784,       1.437493676,       1.479479722,       5.223599281
          0,           0,        1828,       -1.14231771,       1.495894793,       1.503084737,       5.192188054
          0,           0,        1829,     -0.9859913072,       1.873283201,       1.734293571,       5.452156175
          0,           0,        1830,      -0.780971259,       1.998753964,       1.980698003,        5.64755195
          0,           0,        1831,     -0.5844663376,       2.202369312,       2.059913871,       6.215663393
          0,           0,        1832,     -0.3401408241,        3.14063524,        3.46719309,       8.162136781
          0,           0,        1833,     -0.3864702956,       2.810147912,       3.362574106,       7.771935237
          0,           0,        1834,     -0.4116903902,        2.79033165,       2.637880973,       7.672967555
          0,           0,        1835,     -0.3289233593,       3.073322113,       3.077113889,       7.865378908
          0,           0,        1836,     -0.1942232256,       3.321929568,       3.233314215,       8.089270491
          0,           0,        1837,    -0.02501178524,       3.608783637,        3.69147175,       8.371724842
          0,           0,        1838,     0.07117947784,       3.677160314,       3.725751453,       8.372262534
          0,           0,        1839,      0.1168224449,       3.905298609,        3.92816082,       8.969167354
          0,           0,        1840,      0.1737554189,       3.917744716,       3.959696899,       8.946110741
          0,           0,        1841,      0.2391999187,       3.887983869,       3.930189596,       8.826418485
          0,           0,        1842,      0.3364390851,       3.908398222,        4.05102534,        8.50965283
          0,           0,        1843,      0.5133071961,       4.115055584,       4.226201896,       8.733939382
          0,           0,        1844,        0.53390436,       4.177379761,        4.25260508,       8.779537297
          0,           0,        1845,      0.6505431179,       4.353823154,       4.313356745,       8.849698847
          0,           0,        1846,      0.6633401839,       4.406387499,       4.385997657,       9.081112573
          0,           0,        1847,       0.709599683,       4.556573198,       4.475093812,       9.468510841
          0,           0,        1848,      0.7497634914,       4.594300829,       4.526070556,       9.396717095
          0,           0,        1849,      0.7765725973,       4.613935468,       4.626942669,       9.436990129
          0,           0,        1850,      0.7814931758,       4.628733746,       4.675882294,       9.480388643
          0,           0,        1851,      0.8324563432,       4.826396048,       4.895070692,       9.814133783
          0,           0,        1852,       0.825845411,       4.876508414,       4.889095479,       9.962191694
          0,           0,        1853,      0.8823886799,       4.945652884,       4.932082897,       10.06204637
          0,           0,        1854,      0.9257941175,       5.001860537,       5.265247716,       10.54631443
          0,           0,        1855,      0.9249149671,       5.012043503,       4.988309393,       10.20836539
